Filename,text,scores,Category
Test1122.jpg,Zeigler author of Fair Play How LGBT Athletes are Claiming their Rightful Place in Sports defied the motion that sports are inberemty homophobic Part of what is keeping gay athletes closeted Zeigher said iy the hyper heteromeninm that exists in locket roams Negative talk about bay people isnot the iste Instead i s the demeaning talk about women,"{'neg': 0.059, 'neu': 0.865, 'pos': 0.075, 'compound': 0.0}",Random
Test113.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test114.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1161.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test117.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test119.jpg,Verizon LTE 10 47 AM 34 HD apologize for anything negative I ve said towards gays and for that matter anyone was young ignorant stupid and in a bad place I ve moved on and learned from my mistakes and am so truly sorry to anyone have offended have nothing against anyone or anything that promotes equality Sorry again 9 i QIWIEFRETILYFUPTILFOIP AIS IDIFIGIHIJPKEL my Z X C V B NM ge Gee a eee,"{'neg': 0.217, 'neu': 0.69, 'pos': 0.093, 'compound': -0.8869}",Negative
Test1199.jpg,Do realize what you when you sa ere so gay The way gay is used now a days has a negative connotation Which it should not means brightly colored happy and or homosexual WEAK BOGUS RIDICULOUS FRIVOLOUS CHILDISH ABSURD AWKWARD on FREAKY CHOOSE A WORD WHICH MEANS WHAT YOU MEAN TO SAY IT S ONLY THE SMART THING TO DO te,"{'neg': 0.248, 'neu': 0.66, 'pos': 0.092, 'compound': -0.9001}",Negative
Test122.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1229.jpg,a coumea Rua Reh a kid have never been able to understand attacks upon the gay community There are so many qualities that make up a human being by the time get through with all the things that really admire about people what they do with their private parts is probably so low on the list that it is irrelevant Sem i tite Lt eer,"{'neg': 0.073, 'neu': 0.842, 'pos': 0.085, 'compound': 0.2386}",Negative
Test1240.jpg,er tthe Deteve big events such as the Final hohe eskondnsndeel eed aa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test125.jpg,BITCH GHETTO ILLEGAL ALIEN NO HOMO RETARDED LAME THAT S SO GAY WHORE HO SLUT,"{'neg': 0.609, 'neu': 0.276, 'pos': 0.114, 'compound': -0.9526}",Negative
Test126.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1271.jpg,A MARRIAGE HAS ALWAYS BEEN BETWEEN A MAN AND A WOMAN ete rae,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1279.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test128.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test129.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1290.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test131.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test132.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test133.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test134.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test135.jpg,So you oppose gay rights because of the Bible Unless you also try to outlaw Shrime cocktails Lev 11 9 Cursing Lev 24 16 Wormen s jeans Deut 22 5 Arrogance Prov 16 5 Lying Prov 12 22 Bacon Lev 14 7 Adultery Deut 22 23 Workitg on Sutiday Num 15 32 please shut the hell upl,"{'neg': 0.198, 'neu': 0.763, 'pos': 0.04, 'compound': -0.8779}",Negative
Test1353.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1359.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test136.jpg,eS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test140.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test141.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test143.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test144.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test145.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test149.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test151.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test152.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test154.jpg,Few Say Being LGRT Is 4 Negative Factor in Theis tite ee es raat arentn rete ae comes p,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.5719}",Negative
Test158.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test160.jpg,fs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test161.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1615.jpg,Slrleakectieesrema ee elena een reas peor iolrngeieane terial poorer rresronsy ecient eet tne a nr reed,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4199}",Negative
Test162.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1620.jpg,LOVE IS TOO BEAU TO BE HID IN THE CLO ior,"{'neg': 0.133, 'neu': 0.56, 'pos': 0.307, 'compound': 0.5859}",Positive
Test1634.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test164.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1644.jpg,ELAINA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test165.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test166.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test168.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1717.jpg,07 otewd of a Cg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test172.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1724.jpg,eS p tb on agedy in their be Acree ar Tel ic haircuts and ff,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Positive
Test173.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1743.jpg,She jut Lept storing at her she lamented Ute wosn t even there F The trouble with lesbian love triangles is you can t tell which she and which AY her we re talking about Molly Ringle,"{'neg': 0.121, 'neu': 0.785, 'pos': 0.094, 'compound': 0.1007}",Positive
Test176.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1767.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1776.jpg,Of course gay men teas eel as Seer Ur mea the closet doing nothing a2 Being Gay Proud Quotes www geckoandfly com i,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5267}",Positive
Test1785.jpg,To be afraid is BM aToh Mors if the truth were not true TV N7 COND,"{'neg': 0.113, 'neu': 0.775, 'pos': 0.111, 'compound': -0.0083}",Negative
Test1788.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test179.jpg,cee to mye tae aye ee es et tne nt my 2 pf ng hn De ye yh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test180.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1803.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test181.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1818.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test183.jpg,Ao sie my ry mg o z u F J 14 i z u iy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1837.jpg,oe,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1856.jpg,It s funny how we know gay people exist and we don t have proof of God but we ee uous ee Eta tated pied esos Pe NM ke eee ek ee Being Gay Proud Quotes www geckoandfly com tae OR Bi i oe By Bree,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.7684}",Positive
Test187.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1872.jpg,Being gay is like being left handed Some people are most people aren t Fete eee ares VE Ce ated ieee cee it s just the way things are 2 Being Gay Proud Quotes www geckoandfly com WD OY 2 are 6 6h,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.884}",Positive
Test188.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1884.jpg,y val ne heard 30 ga icrous nalv tu irrational interesting curiow eccentric bogus foolish gooty insipid absurd ridiculous an asinine Oy Og ae areal weet,"{'neg': 0.278, 'neu': 0.649, 'pos': 0.073, 'compound': -0.7644}",Negative
Test1885.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1889.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1902.jpg,Se Ce ee ad Card,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test191.jpg,JasonJ jaybs121 4 Added Me Everyone add my new Snapchat or comment names below I ll be posting positive quotes every day Igbtpride loveislove Igbt trans transmatter transgender transgirl transmale lesbian lesbiansex gaypride gay bi bisexualpride bisexual bipride asexual asexualpride pansexualpride pansexual protecttranskids pride swag ftm mtf,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.7184}",Positive
Test192.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1923.jpg,Ce a ae Stag THE RECENT RISE IN HOMOPHOBIC Pits ea ated a 4 SUCCESS OF POSITIVE GAY IMAGES,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.8679}",Positive
Test1934.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test194.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1954.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test198.jpg,Anti LGBT States that have laws restricting teachers and staff from talking about LGBT issues at school,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}",Negative
Test1992.jpg,Colt NG STRAIGHT Vey gs RAINBOW i,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.3885}",Positive
Test2007.jpg,en We are powerful because we have survived il AUDRE LORDE,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}",Positive
Test201.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test204.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2049.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test206.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2068.jpg,ay Ai acca A eis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test209.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test211.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2114.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test212.jpg,is a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test213.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test216.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test218.jpg,f,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2209.jpg,elolebaaitieebabeed acted bee ore ld pieehierserl tena,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test221.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2235.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test225.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test227.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test228.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2280.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test230.jpg,Top Pro Con Quotes,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",Positive
Test2309.jpg,74 Find out who you are and be that person aiaT e a 10 1 el0 a el8 was put on this earth to be Find that truth live that truth and everything else FS 71 cd f a 99,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.5574}",Positive
Test231.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test232.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test233.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test234.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test236.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test237.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2371.jpg,When people ask what I see in you I just smile and look away because T m afraid if they knew they d fall in love with you too,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.7717}",Positive
Test238.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test239.jpg,learned this the hard way You either say how you feel and fuck it up or say nothing and let it fuck you up instead,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.8126}",Negative
Test240.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2411.jpg,TSN G WON T HAVE TO COME OUT OF THE CLO WE LL JU 4 WE ARE I VE PTY L BE PNR ae,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5766}",Positive
Test242.jpg,You either say how you feel and fuck it up or say nothing and let it fuck you up instead,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.7906}",Negative
Test2424.jpg,La not dfya d who TL an,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test243.jpg,LGBTQ FREEDOM mo Middle Eas,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.7125}",Positive
Test2434.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test244.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test245.jpg,Anti Bullying States that have laws prohibiting bullying of students on the bases of sexual orientation and gender identity Massachusetts Minnesota Y x Nevada New Hampshire New Jersey New York North Carolina Rhode Istand Washington Washington OC,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.5994}",Negative
Test2455.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test249.jpg,EEE IN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test250.jpg,WWW GDBLOG NET,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2590.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2616.jpg,ae Br 3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2648.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2650.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2743.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2791.jpg,Zeigler author of Fair Play How LGBT Athletes are Claiming their Rightful Place in Sports defied the notion that sports are inherently homophobic Part of what is keeping gay athletes closeted Zeigler said is the hyper heterosexism that exists in locker rooms Negative talk about gay people is not the issue Instead it s the demeaning talk about women,"{'neg': 0.058, 'neu': 0.868, 'pos': 0.074, 'compound': 0.0}",Random
Test2792.jpg,SR eee eon Pere cae Rar Pench aoe ence cross he forgave the people who Seek eo Ty loving and forgiving don t know what makes people so cruel Try being Pee you re as good as dead aa,"{'neg': 0.094, 'neu': 0.621, 'pos': 0.285, 'compound': 0.8331}",Positive
Test2870.jpg,Woe ete sel me ELL eo eel ee an alien from outer space its funny Gerard Wey,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}",Positive
Test2959.jpg,Lil Swh tel Lad Cerise es Cee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2962.jpg,AT ee a ed THE CL noo s es aL BE pas Us oh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test2977.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3024.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3030.jpg,Onstage am a devil But I m hardly a social reject Freddie are,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}",Negative
Test3118.jpg,ty KEEP CALM AND LOVE WHO YOU WANT ior,"{'neg': 0.0, 'neu': 0.284, 'pos': 0.716, 'compound': 0.9118}",Positive
Test3130.jpg,a ed are Od to be norm you will never know ea Seareaie oes a chia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3159.jpg,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3177.jpg,UVES PO re ry,"{'neg': 0.591, 'neu': 0.409, 'pos': 0.0, 'compound': -0.6523}",Negative
Test3246.jpg,LOVE eve,"{'neg': 0.0, 'neu': 0.288, 'pos': 0.712, 'compound': 0.7125}",Positive
Test3265.jpg,Alot of parents will eR ame Pete este a cm tcl ee ici pcs Moy c2 Being Gay Proud Quotes RL OA AC Ss hCUCOU hCU E eee,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}",Positive
Test3277.jpg,yd Settee ee a 9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3294.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3360.jpg,Cees a Poe eee ees roo Lae,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3512.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3525.jpg,Do you realize what you say when you sa That s so gay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test353.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3566.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test360.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3625.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3706.jpg,Shine your soul with the same egoless humility Sith GREE Ga Rett ober yon go in this world or the next love will find you attend Gless you A gg 7 AE Aberjia t through the P in y 8 ant by Sara,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.6369}",Positive
Test372.jpg,GAY CULTURE IS SURVIVING AND THRIVING CTIVISTS BELIEVE RECENT ae IN HOMOPHOBIC VIOLENCE MIGHT BE A GAUGE OF THE SUCCESS OF POSITIVE GAY IMAGE S,"{'neg': 0.129, 'neu': 0.56, 'pos': 0.312, 'compound': 0.7824}",Positive
Test374.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3749.jpg,UAV ATT MeL a hi ret Haag f,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3750.jpg,be a taught us anything O50 It s that no one Ce od,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",Negative
Test378.jpg,KEEP CALM BECAUSE IT S OKAY,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4939}",Positive
Test3789.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3798.jpg,a p,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3827.jpg,Being gay is not a crime and it is not a sin Stop using God to justify your prejudice Nee erelee lim eu ieme gs FU mM CUM Cey mee isd se elie Cem CO 1K ee Being Gay Proud Quotes www geckoandfly com,"{'neg': 0.144, 'neu': 0.644, 'pos': 0.212, 'compound': 0.2799}",Positive
Test3863.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3864.jpg,tae ad MLC y O19 It s that no one ed,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",Negative
Test3893.jpg,Hf you re not out and proud you re missing out on the best month of the year Don t spend another year hiding in a closet of fear and shame You don t have forever you deserve er and your tribe is waiting to welcome you home,"{'neg': 0.231, 'neu': 0.644, 'pos': 0.125, 'compound': -0.6192}",Negative
Test3934.jpg,BAY SG Lt tee,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test396.jpg,cs ee wrong with you Aste 9 ade SR Rk Bo da,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",Negative
Test397.jpg,7 Back then my denial was both active Co Ye and passive Caught shadowboxing my subconscious I was determined to dodge the danger of my natural desires,"{'neg': 0.092, 'neu': 0.652, 'pos': 0.255, 'compound': 0.6124}",Positive
Test3975.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test3985.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test400.jpg,Being gay is like being left handed Some people are most people aren t Fete eee ares VE Ce ated ieee cee it s just the way things are 2 Being Gay Proud Quotes www geckoandfly com WD OY 2 are 6 6h,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.884}",Positive
Test417.jpg,Ue eet eC ee Pea Mt eed ce eon oS CUR LCM Rag to be who you re not Remember you ECE eT U TR ag CC El a Elen oe oR CEM mg og Ee eee Be eae aed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test422.jpg,SOUNDS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test440.jpg,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test449.jpg,the UN is anything but neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
