Filename,text,Category
Test1240.jpg,er tthe Deteve big events such as the Final hohe eskondnsndeel eed aa,Neutral
Test125.jpg,BITCH GHETTO ILLEGAL ALIEN NO HOMO RETARDED LAME THAT S SO GAY WHORE HO SLUT,Negative
Test126.jpg,,Neutral
Test1271.jpg,A MARRIAGE HAS ALWAYS BEEN BETWEEN A MAN AND A WOMAN ete rae,Neutral
Test1279.jpg,,Neutral
Test128.jpg,,Neutral
Test129.jpg,,Neutral
Test1290.jpg,,Neutral
Test131.jpg,,Neutral
Test132.jpg,,Neutral
Test133.jpg,,Neutral
Test134.jpg,,Neutral
Test135.jpg,So you oppose gay rights because of the Bible Unless you also try to outlaw Shrime cocktails Lev 11 9 Cursing Lev 24 16 Wormen s jeans Deut 22 5 Arrogance Prov 16 5 Lying Prov 12 22 Bacon Lev 14 7 Adultery Deut 22 23 Workitg on Sutiday Num 15 32 please shut the hell upl,Positive
Test1353.jpg,,Neutral
Test1359.jpg,,Neutral
Test136.jpg,eS,Neutral
Test140.jpg,,Neutral
Test141.jpg,,Neutral
Test143.jpg,,Neutral
Test144.jpg,,Neutral
Test145.jpg,,Neutral
Test149.jpg,,Neutral
Test151.jpg,,Neutral
Test152.jpg,,Neutral
Test154.jpg,Few Say Being LGRT Is 4 Negative Factor in Theis tite ee es raat arentn rete ae comes p,Negative
Test158.jpg,,Neutral
Test160.jpg,fs,Neutral
Test161.jpg,,Neutral
Test1615.jpg,Slrleakectieesrema ee elena een reas peor iolrngeieane terial poorer rresronsy ecient eet tne a nr reed,Neutral
Test162.jpg,,Neutral
Test1620.jpg,LOVE IS TOO BEAU TO BE HID IN THE CLO ior,Positive
Test1634.jpg,,Neutral
Test164.jpg,,Neutral
Test1644.jpg,ELAINA,Neutral
Test165.jpg,,Neutral
Test166.jpg,,Neutral
Test168.jpg,,Neutral
Test1717.jpg,07 otewd of a Cg,Neutral
Test172.jpg,,Neutral
Test1724.jpg,eS p tb on agedy in their be Acree ar Tel ic haircuts and ff,Neutral
Test173.jpg,,Neutral
Test1743.jpg,She jut Lept storing at her she lamented Ute wosn t even there F The trouble with lesbian love triangles is you can t tell which she and which AY her we re talking about Molly Ringle,Positive
Test176.jpg,,Neutral
Test1767.jpg,,Neutral
Test1776.jpg,Of course gay men teas eel as Seer Ur mea the closet doing nothing a2 Being Gay Proud Quotes www geckoandfly com i,Positive
Test1785.jpg,To be afraid is BM aToh Mors if the truth were not true TV N7 COND,Negative
Test1788.jpg,,Neutral
Test179.jpg,cee to mye tae aye ee es et tne nt my 2 pf ng hn De ye yh,Neutral
Test180.jpg,,Neutral
Test1803.jpg,,Neutral
Test181.jpg,,Neutral
Test1818.jpg,,Neutral
Test183.jpg,Ao sie my ry mg o z u F J 14 i z u iy,Neutral
Test1837.jpg,oe,Neutral
Test1856.jpg,It s funny how we know gay people exist and we don t have proof of God but we ee uous ee Eta tated pied esos Pe NM ke eee ek ee Being Gay Proud Quotes www geckoandfly com tae OR Bi i oe By Bree,Positive
Test187.jpg,,Neutral
Test1872.jpg,Being gay is like being left handed Some people are most people aren t Fete eee ares VE Ce ated ieee cee it s just the way things are 2 Being Gay Proud Quotes www geckoandfly com WD OY 2 are 6 6h,Positive
Test188.jpg,,Neutral
Test1884.jpg,y val ne heard 30 ga icrous nalv tu irrational interesting curiow eccentric bogus foolish gooty insipid absurd ridiculous an asinine Oy Og ae areal weet,Negative
Test1885.jpg,,Neutral
Test1889.jpg,,Neutral
Test1902.jpg,Se Ce ee ad Card,Neutral
Test191.jpg,JasonJ jaybs121 4 Added Me Everyone add my new Snapchat or comment names below I ll be posting positive quotes every day Igbtpride loveislove Igbt trans transmatter transgender transgirl transmale lesbian lesbiansex gaypride gay bi bisexualpride bisexual bipride asexual asexualpride pansexualpride pansexual protecttranskids pride swag ftm mtf,Positive
Test192.jpg,,Neutral
Test1923.jpg,Ce a ae Stag THE RECENT RISE IN HOMOPHOBIC Pits ea ated a 4 SUCCESS OF POSITIVE GAY IMAGES,Positive
Test1934.jpg,,Neutral
Test194.jpg,,Neutral
Test1954.jpg,,Neutral
Test198.jpg,Anti LGBT States that have laws restricting teachers and staff from talking about LGBT issues at school,Neutral
Test1992.jpg,Colt NG STRAIGHT Vey gs RAINBOW i,Positive
Test2007.jpg,en We are powerful because we have survived il AUDRE LORDE,Positive
Test201.jpg,,Neutral
Test204.jpg,,Neutral
Test2049.jpg,,Neutral
Test206.jpg,,Neutral
Test2068.jpg,ay Ai acca A eis,Neutral
Test209.jpg,,Neutral
Test211.jpg,,Neutral
Test2114.jpg,,Neutral
Test212.jpg,is a,Neutral
Test213.jpg,,Neutral
Test216.jpg,,Neutral
Test218.jpg,f,Neutral
Test2209.jpg,elolebaaitieebabeed acted bee ore ld pieehierserl tena,Neutral
Test221.jpg,,Neutral
Test2235.jpg,,Neutral
Test225.jpg,,Neutral
Test227.jpg,,Neutral
Test228.jpg,,Neutral
Test2280.jpg,,Neutral
Test230.jpg,Top Pro Con Quotes,Positive
Test2309.jpg,74 Find out who you are and be that person aiaT e a 10 1 el0 a el8 was put on this earth to be Find that truth live that truth and everything else FS 71 cd f a 99,Positive
Test231.jpg,,Neutral
Test232.jpg,,Neutral
Test233.jpg,,Neutral
Test234.jpg,,Neutral
Test236.jpg,,Neutral
Test237.jpg,,Neutral
Test2371.jpg,When people ask what I see in you I just smile and look away because T m afraid if they knew they d fall in love with you too,Positive
Test238.jpg,,Neutral
Test239.jpg,learned this the hard way You either say how you feel and fuck it up or say nothing and let it fuck you up instead,Negative
Test240.jpg,,Neutral
Test2411.jpg,TSN G WON T HAVE TO COME OUT OF THE CLO WE LL JU 4 WE ARE I VE PTY L BE PNR ae,Neutral
Test242.jpg,You either say how you feel and fuck it up or say nothing and let it fuck you up instead,Negative
Test2424.jpg,La not dfya d who TL an,Neutral
Test243.jpg,LGBTQ FREEDOM mo Middle Eas,Neutral
Test2434.jpg,,Neutral
Test244.jpg,,Neutral
Test245.jpg,Anti Bullying States that have laws prohibiting bullying of students on the bases of sexual orientation and gender identity Massachusetts Minnesota Y x Nevada New Hampshire New Jersey New York North Carolina Rhode Istand Washington Washington OC,Positive
Test2455.jpg,,Neutral
Test249.jpg,EEE IN,Neutral
Test250.jpg,WWW GDBLOG NET,Neutral
Test2590.jpg,,Neutral
Test2616.jpg,ae Br 3,Neutral
Test2648.jpg,,Neutral
Test2650.jpg,,Neutral
Test2743.jpg,,Neutral
Test2791.jpg,Zeigler author of Fair Play How LGBT Athletes are Claiming their Rightful Place in Sports defied the notion that sports are inherently homophobic Part of what is keeping gay athletes closeted Zeigler said is the hyper heterosexism that exists in locker rooms Negative talk about gay people is not the issue Instead it s the demeaning talk about women,Positive
Test2792.jpg,SR eee eon Pere cae Rar Pench aoe ence cross he forgave the people who Seek eo Ty loving and forgiving don t know what makes people so cruel Try being Pee you re as good as dead aa,Positive
Test2870.jpg,Woe ete sel me ELL eo eel ee an alien from outer space its funny Gerard Wey,Neutral
Test2959.jpg,Lil Swh tel Lad Cerise es Cee,Neutral
Test2962.jpg,AT ee a ed THE CL noo s es aL BE pas Us oh,Neutral
Test2977.jpg,,Neutral
Test3024.jpg,,Neutral
Test3030.jpg,Onstage am a devil But I m hardly a social reject Freddie are,Positive
Test3118.jpg,ty KEEP CALM AND LOVE WHO YOU WANT ior,Positive
Test3130.jpg,a ed are Od to be norm you will never know ea Seareaie oes a chia,Neutral
Test3159.jpg,4,Neutral
Test3177.jpg,UVES PO re ry,Neutral
Test3246.jpg,LOVE eve,Positive
Test3265.jpg,Alot of parents will eR ame Pete este a cm tcl ee ici pcs Moy c2 Being Gay Proud Quotes RL OA AC Ss hCUCOU hCU E eee,Positive
Test3277.jpg,yd Settee ee a 9,Neutral
Test3294.jpg,,Neutral
Test3360.jpg,Cees a Poe eee ees roo Lae,Neutral
Test3512.jpg,,Neutral
Test3525.jpg,Do you realize what you say when you sa That s so gay,Positive
Test353.jpg,,Neutral
Test3566.jpg,,Neutral
Test360.jpg,,Neutral
Test3625.jpg,,Neutral
Test3706.jpg,Shine your soul with the same egoless humility Sith GREE Ga Rett ober yon go in this world or the next love will find you attend Gless you A gg 7 AE Aberjia t through the P in y 8 ant by Sara,Positive
Test372.jpg,GAY CULTURE IS SURVIVING AND THRIVING CTIVISTS BELIEVE RECENT ae IN HOMOPHOBIC VIOLENCE MIGHT BE A GAUGE OF THE SUCCESS OF POSITIVE GAY IMAGE S,Positive
Test374.jpg,,Neutral
Test3749.jpg,UAV ATT MeL a hi ret Haag f,Neutral
Test3750.jpg,be a taught us anything O50 It s that no one Ce od,Neutral
Test378.jpg,KEEP CALM BECAUSE IT S OKAY,Positive
Test3789.jpg,,Neutral
Test3798.jpg,a p,Neutral
Test3827.jpg,Being gay is not a crime and it is not a sin Stop using God to justify your prejudice Nee erelee lim eu ieme gs FU mM CUM Cey mee isd se elie Cem CO 1K ee Being Gay Proud Quotes www geckoandfly com,Positive
Test3863.jpg,,Neutral
Test3864.jpg,tae ad MLC y O19 It s that no one ed,Neutral
Test3893.jpg,Hf you re not out and proud you re missing out on the best month of the year Don t spend another year hiding in a closet of fear and shame You don t have forever you deserve er and your tribe is waiting to welcome you home,Positive
Test3934.jpg,BAY SG Lt tee,Neutral
Test396.jpg,cs ee wrong with you Aste 9 ade SR Rk Bo da,Negative
Test397.jpg,7 Back then my denial was both active Co Ye and passive Caught shadowboxing my subconscious I was determined to dodge the danger of my natural desires,Negative
Test3975.jpg,,Neutral
Test3985.jpg,,Neutral
Test400.jpg,Being gay is like being left handed Some people are most people aren t Fete eee ares VE Ce ated ieee cee it s just the way things are 2 Being Gay Proud Quotes www geckoandfly com WD OY 2 are 6 6h,Positive
Test417.jpg,Ue eet eC ee Pea Mt eed ce eon oS CUR LCM Rag to be who you re not Remember you ECE eT U TR ag CC El a Elen oe oR CEM mg og Ee eee Be eae aed,Neutral
Test422.jpg,SOUNDS,Neutral
Test440.jpg,,Neutral
Test449.jpg,the UN is anything but neutral,Neutral
Test482.jpg,We are legal In all fifty states,Positive
Test489.jpg,PE a st Ca ry 4 i a de Pe,Neutral
Test490.jpg,,Neutral
Test498.jpg,eae ee eis aR alee cee lzel pci nmr eca che sli grsd angry with someone for eating a donut when you re on a diet 2 Being Gay Proud Quotes www geckoandfly com ae l is sC ee,Positive
Test516.jpg,THERE S NOTHING WRONG WITH YOU THERE S ALO,Negative
Test519.jpg,dreamstime com ORCC NN ACN ir,Neutral
Test522.jpg,The pressures on gay teens can ohpehasiljuceslegtesantetrand Slaw tatiduiphoglnaiacadd Corr Deaths Cared about loved and accepted pe pepepoemoarers Ce Re panne,Positive
Test523.jpg,Cle D cr era a aN,Neutral
Test526.jpg,ea ee,Neutral
Test527.jpg,Gay pride or LGBT pride is the positive stance against discrimination and violence toward lesbian gay bisexual and transgender LGBT people to promote their self affirmation dignity equality rights increase their visibility as a social group build community and celebrate sexual diversity and gender variance Your i,Positive
Test533.jpg,,Neutral
Test536.jpg,,Neutral
Test545.jpg,,Neutral
Test579.jpg,Life s a game Play to win,Positive
Test581.jpg,There are poop wha ve said that Pm meng trees for being pends soppertice fy marriage yy atoption Wh idee renpect hmbly det 0m met Mrny brane a deer bam cing Love loa human experience eet peta nate,Positive
Test587.jpg,STUNDS,Neutral
Test606.jpg,Warne acts OT EXIST,Neutral
Test612.jpg,BE Yrurget,Neutral
Test614.jpg,learned compassion from being discriminated against Everything bad that s ever happened to me has taught me compassion EELENS DEGENERES,Negative
Test624.jpg,,Neutral
Test644.jpg,aA SO A CU DINU SE 3 UU TY SE Ee acre,Neutral
Test660.jpg,Se aad mip aad sa Chose This Way The important fact is that A a pt Sno Pay eT,Positive
Test661.jpg,IF 1 FALL ASLEEP CAUSE DIDN T WANT TO SAY GOODBYE,Neutral
Test665.jpg,What is straight A sg fine can be straight os A ora street but the a human heart oh no dt s curved likea road through mountains Qsayingimages com TENNESSEE WILLIAMS,Positive
Test668.jpg,to the rights of the UN is anything but neutral a,Neutral
Test677.jpg,,Neutral
Test715.jpg,Gay culture is ieee hice baled thriving Some activists believe the recent rise in homophobic violence pecb tc ol eM RC oS a the success of Lesh R CEC Nab bre Ie Spr eT BAC,Positive
Test751.jpg,,Neutral
Test757.jpg,a er co ani re ete fron happened to Deeg Ceti,Neutral
Test760.jpg,wd stand ap and start te figmt,Neutral
Test761.jpg,CPehieve you can you re halfway T ROOSEVELT,Neutral
Test778.jpg,,Neutral
Test779.jpg,We are legal In all fifty states,Positive
Test789.jpg,poe not wholly affected by the ees a,Neutral
Test803.jpg,,Neutral
Test811.jpg,,Neutral
Test812.jpg,Life s a game Play to win,Positive
Test824.jpg,,Neutral
Test833.jpg,HATE It HAS CAUSED A LOT OF PROBLEMS IN THIS WORLD BUT IS HAS NOT SOLVED ONE YET Maya ANGELou,Negative
Test834.jpg,Bach time a woman stands up for herself without knowing it possibly without claiming it she stands up for all women mara amornow,Neutral
Test835.jpg,SOUNDS,Neutral
Test837.jpg,peat BOYS OR GIRLS ion,Neutral
Test843.jpg,LOVE Womeanijan,Positive
Test859.jpg,myth that all femal friendships must be,Neutral
Test861.jpg,,Neutral
Test884.jpg,Be lieve you can you re halfway there T ROOSEVELT,Neutral
Test890.jpg,The Biblical Case in Support of Same Sex Relationships Gia lnce uray MATTHEW VINES,Neutral
Test903.jpg,EMPOWER YOURSELF Paty i wei aie ri me owatT pag dani se FY oe,Neutral
Test912.jpg,or all al Stand up and start to fight Harvey Milk Gsavingimages com,Neutral
Test929.jpg,Happiness res en what you Stal ae Ni aaus you say and Wasi a 8 doarein ail aaglelaN a Inspiring and Positive Quotes 3,Positive
Test937.jpg,you are LOVABLE YWORTHY Y ENOUGH 9 BRAVE,Positive
Test941.jpg,i eT OO cea Ree eal,Neutral
Test942.jpg,Lam not free while any woman is unfree even when her shackles are very different from my own,Positive
Test945.jpg,HATE Ir Has causED ALOT OF PROBLEMS IN THIS WORLD BUT IS HAS NOT SOLVED ONE ET Mava AxceLou,Negative
Test946.jpg,Tam not free while any woman is unfree even when her shackles are very different from my own AUDRE LORDE GH,Positive
Test957.jpg,Mh Wk GAY ISA a ASU aL LF,Positive
Test979.jpg,,Neutral
Test993.jpg,Being gay is not a crime and it is not a sin Stop using God to justify your prejudice Nee erelee lim eu ieme gs FU mM CUM Cey mee isd se elie Cem CO 1K ee Being Gay Proud Quotes www geckoandfly com,Positive
